time,node,mean_occupancy,max_occupancy,min_largest_free_block,mean_fragmentation,max_fragmentation
95,7,0.8719,0.9938,2,0.3718,0.7155
95,8,0.7523,0.8531,6,0.8338,0.8723
95,9,0.6844,0.8531,6,0.8192,0.9082
95,10,0.5906,0.9938,2,0.4185,0.856
95,11,0.6914,0.9281,6,0.8429,0.9032
95,12,0.3188,0.5062,33,0.7013,0.7911
95,13,0.3825,0.9187,5,0.4531,0.8173
95,14,0.7406,0.9281,3,0.8001,0.8696
95,15,0.4781,0.7125,12,0.5847,0.8846
95,16,0.4781,0.6,27,0.5839,0.7891
95,17,0.8156,0.8812,9,0.8066,0.85
95,18,0.4688,0.5906,24,0.8007,0.8168
95,19,0.4031,0.4781,17,0.8514,0.8982
95,20,0.1734,0.1781,53,0.5571,0.7985
95,21,0.1781,0.1875,60,0.7098,0.7692
95,22,0.3609,0.5344,27,0.794,0.8188
95,23,0.3188,0.45,21,0.6786,0.9075
95,24,0.3063,0.5156,27,0.5587,0.8302
95,25,0.3797,0.6844,12,0.7915,0.8812
95,26,0.2344,0.3937,29,0.4354,0.8505
95,27,0.2203,0.3656,30,0.4362,0.8522
100,0,0.8187,0.8812,9,0.7945,0.8605
100,1,0.735,0.9281,3,0.8452,0.9082
100,2,0.9281,0.9844,3,0.6441,0.7692
100,3,0.7359,0.9375,3,0.7938,0.85
100,4,0.675,0.8625,9,0.8315,0.8696
100,5,0.8969,0.9656,3,0.8003,0.85
100,6,0.8469,0.9844,3,0.7271,0.8966
100,7,0.8594,0.9844,3,0.512,0.736
100,8,0.757,0.9187,3,0.8505,0.8983
100,9,0.6875,0.8531,6,0.8207,0.8723
100,10,0.5883,0.9938,2,0.4312,0.8992
100,11,0.7031,0.9281,9,0.8105,0.8978
100,12,0.325,0.4969,18,0.7338,0.8882
100,13,0.39,0.9656,5,0.4102,0.865
100,14,0.7523,0.9375,3,0.8326,0.8791
100,15,0.5031,0.7688,9,0.5751,0.8784
100,16,0.5109,0.6469,18,0.5929,0.8407
100,17,0.8531,0.9375,3,0.8439,0.85
100,18,0.5016,0.6375,21,0.7986,0.819
100,19,0.3797,0.4406,27,0.8007,0.8492
100,20,0.1781,0.1875,53,0.5504,0.8008
100,21,0.1922,0.2156,69,0.7149,0.7406
100,22,0.3703,0.5625,27,0.8009,0.8071
100,23,0.3531,0.4969,30,0.6194,0.8137
100,24,0.3188,0.4969,51,0.4629,0.6954
100,25,0.3727,0.675,15,0.7994,0.8703
100,26,0.2156,0.3563,36,0.4126,0.8252
100,27,0.2203,0.375,48,0.3951,0.76
105,0,0.825,0.9094,6,0.8312,0.8537
105,1,0.7369,0.9094,6,0.8199,0.8776
105,2,0.9375,0.9656,3,0.7837,0.8846
105,3,0.7312,0.9281,5,0.6781,0.7941
105,4,0.675,0.8625,9,0.8296,0.8554
105,5,0.8906,0.9656,3,0.8412,0.9118
105,6,0.8563,0.975,3,0.7386,0.8909
105,7,0.85,0.9844,3,0.6246,0.7857
105,8,0.757,0.8625,6,0.853,0.8929
105,9,0.6719,0.8344,6,0.8118,0.8868
105,10,0.6,0.9938,2,0.4286,0.8776
105,11,0.7031,0.9281,6,0.8465,0.9
105,12,0.325,0.5062,27,0.7145,0.8291
105,13,0.3844,0.9375,5,0.4419,0.82
105,14,0.75,0.9469,3,0.8181,0.8824
105,15,0.5,0.7594,6,0.593,0.9221
105,16,0.5391,0.6937,12,0.6647,0.8776
105,17,0.8203,0.9281,3,0.7554,0.8696
105,18,0.5062,0.6562,15,0.8299,0.8636
105,19,0.3938,0.4781,18,0.8239,0.8922
105,20,0.2016,0.225,53,0.5471,0.7863
105,21,0.1875,0.225,63,0.702,0.746
105,22,0.3656,0.5625,24,0.8128,0.8286
105,23,0.3563,0.4875,24,0.6121,0.8537
105,24,0.35,0.5437,42,0.4681,0.7123
105,25,0.382,0.675,18,0.773,0.8269
105,26,0.2297,0.3844,51,0.3706,0.7411
105,27,0.2344,0.4031,41,0.4077,0.7853
110,0,0.8281,0.9187,5,0.8307,0.8558
110,1,0.7556,0.9656,3,0.7635,0.9082
110,2,0.9437,0.9844,3,0.7155,0.8966
110,3,0.7547,0.975,3,0.7126,0.7941
110,4,0.7062,0.9094,9,0.7523,0.8011
110,5,0.9156,0.9844,3,0.6983,0.9143
110,6,0.8719,0.9844,3,0.7016,0.8812
110,7,0.8312,0.9938,2,0.5502,0.8696
110,8,0.7477,0.8531,6,0.8734,0.8916
110,9,0.6469,0.8156,9,0.8046,0.8831
110,10,0.6047,0.9938,2,0.397,0.8554
110,11,0.7008,0.9,6,0.8646,0.8953
110,12,0.3,0.4688,36,0.7025,0.7882
110,13,0.3806,0.9,6,0.4873,0.8227
110,14,0.7453,0.9375,3,0.8276,0.9075
110,15,0.5031,0.7781,6,0.6052,0.9423
110,16,0.5578,0.7125,12,0.7777,0.8696
110,17,0.8109,0.8906,9,0.6796,0.7429
110,18,0.5344,0.6937,14,0.8461,0.8571
110,19,0.3844,0.4969,12,0.8469,0.9255
110,20,0.2297,0.2531,36,0.5664,0.8494
110,21,0.1875,0.225,63,0.6359,0.746
110,22,0.3656,0.5625,27,0.8021,0.8071
110,23,0.3531,0.4781,33,0.5929,0.8024
110,24,0.3406,0.525,30,0.5016,0.8026
110,25,0.382,0.6656,15,0.8062,0.8598
110,26,0.2203,0.375,39,0.4075,0.805
110,27,0.2203,0.3844,32,0.4386,0.8376
115,0,0.8281,0.9187,5,0.8151,0.8421
115,1,0.75,0.9375,3,0.8509,0.9109
115,2,0.95,0.9938,2,0.5782,0.8846
115,3,0.757,0.9281,3,0.8164,0.8846
115,4,0.7094,0.9187,9,0.76,0.8554
115,5,0.8906,0.9187,6,0.7344,0.8421
115,6,0.8438,0.975,3,0.7214,0.8496
115,7,0.8438,0.9938,2,0.5299,0.8286
115,8,0.7477,0.8344,6,0.8855,0.9032
115,9,0.6406,0.8063,9,0.8123,0.8548
115,10,0.607,0.9938,2,0.4337,0.8696
115,11,0.7266,0.9281,6,0.8074,0.8732
115,12,0.3094,0.4594,27,0.7155,0.8439
115,13,0.3863,0.8906,8,0.4874,0.865
115,14,0.7547,0.9656,3,0.7286,0.8846
115,15,0.5125,0.7594,9,0.5696,0.8831
115,16,0.5672,0.7031,15,0.7315,0.8421
115,17,0.7969,0.9,6,0.7379,0.8125
115,18,0.5203,0.675,9,0.8607,0.9135
115,19,0.3656,0.4875,12,0.8394,0.9268
115,20,0.2578,0.2906,30,0.7041,0.8678
115,21,0.2016,0.2344,39,0.6779,0.8408
115,22,0.375,0.5719,24,0.8326,0.8403
115,23,0.375,0.4875,18,0.6487,0.9126
115,24,0.3563,0.5625,42,0.4862,0.7486
115,25,0.3797,0.6562,18,0.7705,0.8364
115,26,0.2016,0.3469,51,0.378,0.756
115,27,0.2109,0.3937,33,0.4198,0.8299
120,0,0.8281,0.8906,6,0.8429,0.8916
120,1,0.7256,0.8906,3,0.8648,0.9143
120,2,0.975,0.9938,2,0.349,0.6471
120,3,0.7617,0.9656,3,0.8013,0.9062
120,4,0.7188,0.8906,6,0.7842,0.8286
120,5,0.9062,0.9563,3,0.775,0.8393
120,6,0.85,0.975,3,0.7658,0.8487
120,7,0.8812,0.9844,3,0.5859,0.7327
120,8,0.7898,0.8719,3,0.862,0.9268
120,9,0.6469,0.8156,6,0.8671,0.8983
120,10,0.5953,0.9938,2,0.4155,0.8364
120,11,0.75,0.9375,6,0.7911,0.8723
120,12,0.3281,0.5344,21,0.7033,0.8591
120,13,0.3806,0.8719,8,0.4835,0.8629
120,14,0.7594,0.9844,3,0.7309,0.8846
120,15,0.5406,0.8156,6,0.5828,0.8983
120,16,0.5859,0.7125,15,0.748,0.837
120,17,0.8156,0.9187,6,0.7868,0.8043
120,18,0.5297,0.7031,9,0.858,0.9053
120,19,0.3703,0.4781,18,0.8317,0.8922
120,20,0.2437,0.3,45,0.5496,0.7991
120,21,0.2062,0.2437,60,0.611,0.7521
120,22,0.375,0.5719,18,0.8202,0.8686
120,23,0.3656,0.4688,18,0.6515,0.9139
120,24,0.3281,0.5062,45,0.4805,0.7644
120,25,0.3914,0.675,12,0.7526,0.8846
120,26,0.2109,0.3656,45,0.3892,0.7783
120,27,0.2203,0.4125,42,0.3931,0.7766
125,0,0.7969,0.8812,6,0.8326,0.88
125,1,0.7481,0.9281,5,0.8098,0.9022
125,2,0.9625,0.9844,3,0.6697,0.8235
125,3,0.7383,0.9375,3,0.796,0.85
125,4,0.7156,0.9187,6,0.7628,0.7692
125,5,0.8844,0.9281,3,0.8101,0.8846
125,6,0.8312,0.9656,3,0.8306,0.8846
125,7,0.8781,0.9656,3,0.7616,0.7857
125,8,0.7617,0.8625,9,0.8311,0.8615
125,9,0.6437,0.8156,6,0.8754,0.8983
125,10,0.5789,0.9938,2,0.395,0.8209
125,11,0.75,0.9375,6,0.7615,0.8209
125,12,0.3188,0.525,21,0.6438,0.8618
125,13,0.3825,0.8719,8,0.4881,0.865
125,14,0.7617,0.9469,6,0.7504,0.9037
125,15,0.5375,0.8063,6,0.5719,0.9032
125,16,0.5437,0.6937,15,0.7714,0.8469
125,17,0.8109,0.9375,6,0.7609,0.8218
125,18,0.525,0.6656,9,0.859,0.9159
125,19,0.375,0.5156,15,0.8414,0.9032
125,20,0.2719,0.3375,45,0.6222,0.7877
125,21,0.2156,0.2437,60,0.6049,0.7521
125,22,0.375,0.5813,18,0.7355,0.8657
125,23,0.3656,0.525,18,0.6724,0.9207
125,24,0.325,0.5437,45,0.4832,0.7783
125,25,0.3844,0.6469,15,0.764,0.8673
125,26,0.2156,0.375,48,0.38,0.76
125,27,0.2063,0.3844,39,0.4058,0.802
130,0,0.8094,0.9,9,0.7604,0.7818
130,1,0.7481,0.9,6,0.8623,0.9348
130,2,0.925,0.9469,3,0.7404,0.8846
130,3,0.7547,0.9656,3,0.7692,0.8544
130,4,0.6844,0.8812,6,0.8056,0.8421
130,5,0.875,0.9469,3,0.7997,0.8831
130,6,0.8406,0.9656,3,0.7739,0.8125
130,7,0.8719,0.9938,2,0.4561,0.7434
130,8,0.75,0.8625,8,0.8394,0.8816
130,9,0.6438,0.8625,6,0.8522,0.8652
130,10,0.5531,0.9938,2,0.4165,0.837
130,11,0.7523,0.9375,5,0.8206,0.8881
130,12,0.3219,0.5531,21,0.6948,0.8531
130,13,0.3806,0.8812,8,0.4675,0.7895
130,14,0.75,0.9187,6,0.7871,0.8661
130,15,0.525,0.7594,6,0.6017,0.9221
130,16,0.4969,0.6656,15,0.7555,0.8598
130,17,0.8344,0.9281,9,0.7321,0.8554
130,18,0.4969,0.6375,18,0.8278,0.8448
130,19,0.3797,0.5344,21,0.8267,0.8591
130,20,0.3,0.3656,27,0.6519,0.867
130,21,0.2156,0.2437,42,0.7632,0.8264
130,22,0.3703,0.5813,9,0.7713,0.9328
130,23,0.3469,0.5156,30,0.6209,0.8117
130,24,0.3094,0.5344,30,0.5391,0.8186
130,25,0.3609,0.6281,15,0.7574,0.8739
130,26,0.2109,0.3656,57,0.3596,0.7192
130,27,0.1969,0.3656,30,0.4261,0.8522
135,0,0.7969,0.8906,9,0.8052,0.8421
135,1,0.7537,0.8812,3,0.8786,0.9302
135,2,0.9344,0.9844,3,0.6708,0.8696
135,3,0.7523,0.9938,2,0.6067,0.82
135,4,0.7062,0.8812,6,0.7764,0.8421
135,5,0.8969,0.975,3,0.6091,0.85
135,6,0.8312,0.9938,2,0.5515,0.8739
135,7,0.8531,0.9844,3,0.6211,0.736
135,8,0.7523,0.8438,6,0.8643,0.8983
135,9,0.6375,0.8438,6,0.86,0.88
135,10,0.5625,0.9844,3,0.5055,0.8193
135,11,0.7523,0.9469,3,0.8374,0.8741
135,12,0.325,0.5437,18,0.6985,0.8767
135,13,0.3937,0.9094,8,0.4475,0.7488
135,14,0.7547,0.9469,3,0.8034,0.8855
135,15,0.55,0.8156,9,0.575,0.8676
135,16,0.5156,0.7031,15,0.7327,0.8421
135,17,0.8438,0.9469,6,0.7693,0.8916
135,18,0.4922,0.6375,18,0.8291,0.8448
135,19,0.3937,0.5437,18,0.8702,0.8767
135,20,0.3,0.3656,27,0.7131,0.867
135,21,0.225,0.2625,39,0.7674,0.8347
135,22,0.3984,0.6375,9,0.766,0.9224
135,23,0.3406,0.4969,30,0.6215,0.8137
135,24,0.3125,0.5344,20,0.5568,0.8658
135,25,0.3563,0.6188,12,0.7924,0.9016
135,26,0.2109,0.3656,62,0.3473,0.6946
135,27,0.1781,0.3281,33,0.4233,0.8465
140,0,0.7812,0.8344,6,0.8572,0.8868
140,1,0.7388,0.8625,6,0.8259,0.8929
140,2,0.9094,0.975,3,0.7603,0.8868
140,3,0.7664,0.9844,3,0.6734,0.8108
140,4,0.6937,0.8625,6,0.8281,0.8636
140,5,0.8781,0.9844,3,0.6381,0.8605
140,6,0.8094,0.9469,3,0.828,0.88
140,7,0.8781,0.9938,2,0.4828,0.7273
140,8,0.7828,0.9094,5,0.8414,0.8831
140,9,0.6219,0.8531,9,0.8416,0.8598
140,10,0.5672,0.9938,2,0.4343,0.8767
140,11,0.75,0.9375,3,0.8367,0.8909
140,12,0.3125,0.525,18,0.7111,0.8816
140,13,0.3806,0.8531,9,0.4625,0.8085
140,14,0.7383,0.9187,3,0.869,0.8846
140,15,0.5219,0.7781,9,0.5915,0.8916
140,16,0.5344,0.7219,9,0.7557,0.8989
140,17,0.8391,0.9469,3,0.842,0.8605
140,18,0.4688,0.6188,12,0.8614,0.9016
140,19,0.3891,0.5625,18,0.8461,0.8714
140,20,0.2812,0.3375,69,0.6276,0.6745
140,21,0.2109,0.2437,42,0.7022,0.8264
140,22,0.3844,0.6,12,0.7501,0.9062
140,23,0.3375,0.4969,27,0.6377,0.8856
140,24,0.3219,0.5531,20,0.554,0.8601
140,25,0.3633,0.6281,18,0.8051,0.8618
140,26,0.2109,0.375,62,0.345,0.69
140,27,0.1641,0.3094,33,0.4253,0.8507
145,0,0.775,0.825,6,0.8902,0.9326
145,1,0.7275,0.8625,6,0.8587,0.88
145,2,0.925,0.9656,3,0.8135,0.8846
145,3,0.75,0.9469,3,0.8068,0.8454
145,4,0.6875,0.8438,9,0.766,0.8676
145,5,0.8812,0.9469,3,0.8324,0.85
145,6,0.8031,0.9469,3,0.8256,0.8286
145,7,0.8875,0.9938,2,0.3809,0.7426
145,8,0.7805,0.8719,3,0.8685,0.9268
145,9,0.6125,0.8438,6,0.8673,0.8966
145,10,0.5766,0.975,3,0.5937,0.8784
145,11,0.7383,0.9375,6,0.7829,0.8737
145,12,0.3156,0.4688,24,0.6987,0.8588
145,13,0.3787,0.8812,9,0.471,0.8374
145,14,0.7336,0.9375,6,0.7377,0.822
145,15,0.5375,0.825,6,0.556,0.8929
145,16,0.5062,0.6656,15,0.7433,0.8598
145,17,0.8156,0.9,6,0.8016,0.8125
145,18,0.4781,0.6375,12,0.8588,0.8966
145,19,0.4031,0.5906,12,0.7928,0.9084
145,20,0.3,0.3656,36,0.6991,0.8227
145,21,0.2156,0.2531,36,0.7137,0.8494
145,22,0.375,0.5813,21,0.7186,0.8433
145,23,0.3531,0.4969,36,0.6121,0.8282
145,24,0.3281,0.5625,18,0.5554,0.8714
145,25,0.3773,0.6188,27,0.791,0.8846
145,26,0.2062,0.3656,62,0.3473,0.6946
145,27,0.1594,0.3,33,0.4263,0.8527
150,0,0.7656,0.8156,9,0.8642,0.8776
150,1,0.735,0.8625,6,0.841,0.8916
150,2,0.8969,0.9656,3,0.7971,0.8784
150,3,0.7242,0.9281,3,0.8639,0.8696
150,4,0.725,0.8625,9,0.7447,0.8302
150,5,0.8781,0.9469,3,0.7512,0.8235
150,6,0.8125,0.9563,3,0.8238,0.85
150,7,0.8625,0.9938,2,0.4833,0.7273
150,8,0.7875,0.8906,6,0.8606,0.877
150,9,0.6094,0.8625,6,0.8789,0.904
150,10,0.5977,0.9938,2,0.4324,0.8905
150,11,0.7406,0.9656,3,0.8109,0.9082
150,12,0.3156,0.4688,27,0.651,0.8412
150,13,0.3862,0.9094,5,0.4954,0.895
150,14,0.7359,0.9375,3,0.7776,0.85
150,15,0.5344,0.7969,12,0.5402,0.8154
150,16,0.5016,0.6656,24,0.6968,0.7757
150,17,0.7688,0.8812,9,0.7861,0.8091
150,18,0.4828,0.6562,12,0.8844,0.8909
150,19,0.4078,0.6,30,0.8051,0.8446
150,20,0.3328,0.4031,33,0.6933,0.8272
150,21,0.2109,0.2531,32,0.7244,0.8661
150,22,0.3797,0.5906,15,0.7849,0.8855
150,23,0.3438,0.5156,30,0.6279,0.8745
150,24,0.3469,0.6281,12,0.5416,0.8992
150,25,0.3727,0.6188,18,0.8214,0.8846
150,26,0.2016,0.3656,36,0.4162,0.8227
150,27,0.1594,0.3,36,0.4196,0.8393
155,0,0.7812,0.8063,6,0.8672,0.9032
155,1,0.7275,0.8625,9,0.8224,0.8842
155,2,0.8875,0.9563,3,0.838,0.8784
155,3,0.7406,0.975,3,0.7762,0.8934
155,4,0.7156,0.8719,6,0.7368,0.9077
155,5,0.8812,0.9656,3,0.759,0.7931
155,6,0.7875,0.9281,3,0.828,0.8696
155,7,0.8719,0.9938,2,0.3848,0.7
155,8,0.8016,0.8812,3,0.8825,0.9211
155,9,0.6125,0.8344,6,0.8744,0.9086
155,10,0.6141,0.9938,2,0.4402,0.8868
155,11,0.7477,0.9656,3,0.7654,0.8269
155,12,0.2875,0.4313,33,0.6791,0.8187
155,13,0.3844,0.8625,5,0.4981,0.8864
155,14,0.7477,0.9563,3,0.7486,0.9318
155,15,0.5406,0.8063,9,0.5777,0.8784
155,16,0.4641,0.5906,18,0.7403,0.8626
155,17,0.75,0.8625,9,0.8331,0.8707
155,18,0.4781,0.6375,12,0.8863,0.8966
155,19,0.4359,0.6281,12,0.8194,0.8992
155,20,0.3328,0.4125,33,0.6821,0.8245
155,21,0.2109,0.2719,36,0.7187,0.8455
155,22,0.3562,0.5437,15,0.7907,0.8973
155,23,0.3563,0.5344,30,0.6153,0.876
155,24,0.3531,0.6281,18,0.4999,0.8487
155,25,0.3891,0.6469,27,0.802,0.8439
155,26,0.2062,0.375,51,0.3725,0.745
155,27,0.1734,0.3281,33,0.4233,0.8465
160,0,0.75,0.7688,11,0.8414,0.8605
160,1,0.7162,0.8531,12,0.7947,0.8652
160,2,0.8875,0.9656,6,0.6849,0.831
160,3,0.7406,0.9656,3,0.8003,0.8723
160,4,0.6906,0.825,6,0.8187,0.9277
160,5,0.8688,0.9656,3,0.8369,0.8989
160,6,0.7844,0.9375,6,0.7859,0.8452
160,7,0.875,0.9938,2,0.4326,0.6727
160,8,0.7852,0.8812,3,0.8801,0.9211
160,9,0.6312,0.9,3,0.8627,0.9062
160,10,0.5836,0.975,3,0.5827,0.9084
160,11,0.743,0.8906,9,0.76,0.8105
160,12,0.3094,0.525,24,0.692,0.8421
160,13,0.3712,0.8625,5,0.5095,0.8864
160,14,0.7547,0.9656,3,0.8271,0.9062
160,15,0.5406,0.7969,9,0.5323,0.8615
160,16,0.4266,0.5719,30,0.6883,0.781
160,17,0.7125,0.8719,9,0.7574,0.7805
160,18,0.4359,0.6188,15,0.8507,0.877
160,19,0.4266,0.6188,26,0.7649,0.7869
160,20,0.3609,0.4594,45,0.7573,0.8093
160,21,0.2297,0.2812,69,0.6789,0.7
160,22,0.3516,0.5719,15,0.7942,0.8905
160,23,0.3438,0.525,33,0.6226,0.8531
160,24,0.3156,0.5344,27,0.4697,0.8188
160,25,0.3961,0.6281,21,0.8174,0.8412
160,26,0.2203,0.4031,33,0.4136,0.8272
160,27,0.1594,0.3,42,0.4062,0.8125
165,0,0.7313,0.8156,6,0.8695,0.8983
165,1,0.6787,0.8063,9,0.831,0.9109
165,2,0.9094,0.975,3,0.7098,0.8615
165,3,0.7523,0.9469,3,0.848,0.878
165,4,0.6813,0.8344,11,0.7481,0.837
165,5,0.875,0.975,3,0.7789,0.8831
165,6,0.7656,0.9469,3,0.7963,0.8466
165,7,0.8875,0.9844,3,0.5787,0.7273
165,8,0.7828,0.9281,5,0.8194,0.8741
165,9,0.6344,0.9,6,0.7759,0.8326
165,10,0.5695,0.9844,3,0.5,0.8531
165,11,0.7758,0.9844,3,0.7279,0.8684
165,12,0.3125,0.5062,24,0.69,0.8481
165,13,0.3862,0.8906,6,0.4964,0.8541
165,14,0.7523,0.9656,6,0.7148,0.8185
165,15,0.5281,0.825,9,0.5433,0.8393
165,16,0.4125,0.5625,33,0.736,0.7643
165,17,0.6984,0.8625,12,0.7059,0.7273
165,18,0.45,0.5906,24,0.8134,0.8168
165,19,0.4219,0.5813,26,0.7886,0.806
165,20,0.3609,0.4688,45,0.7676,0.8117
165,21,0.2297,0.2719,36,0.7497,0.8455
165,22,0.3609,0.5906,18,0.7047,0.8626
165,23,0.3125,0.4594,30,0.5999,0.8266
165,24,0.325,0.5344,21,0.5242,0.8591
165,25,0.3937,0.6,15,0.8383,0.8828
165,26,0.2297,0.4219,39,0.3946,0.7892
165,27,0.15,0.2812,36,0.4217,0.8435
170,0,0.7094,0.8344,6,0.8443,0.8868
170,1,0.6975,0.8719,9,0.7867,0.9135
170,2,0.9031,0.9656,3,0.7649,0.8615
170,3,0.7547,0.9094,3,0.8695,0.9211
170,4,0.6625,0.7781,15,0.7238,0.8315
170,5,0.8781,0.9844,3,0.6766,0.8605
170,6,0.7781,0.9563,3,0.8048,0.8481
170,7,0.8812,0.975,3,0.7488,0.8235
170,8,0.7781,0.8906,6,0.8535,0.9077
170,9,0.6594,0.9281,3,0.8426,0.8763
170,10,0.5742,0.9844,3,0.4929,0.8714
170,11,0.7992,0.9938,2,0.6417,0.8767
170,12,0.3375,0.5531,24,0.6905,0.8322
170,13,0.3769,0.8531,8,0.5209,0.8743
170,14,0.7547,0.9375,3,0.7899,0.85
170,15,0.5281,0.7875,9,0.5415,0.8676
170,16,0.3891,0.5156,30,0.7952,0.8065
170,17,0.6937,0.8906,6,0.8025,0.8286
170,18,0.4219,0.5344,27,0.8302,0.8416
170,19,0.4359,0.6,23,0.82,0.8203
170,20,0.3422,0.4125,42,0.7849,0.8197
170,21,0.2203,0.2344,54,0.7774,0.7874
170,22,0.3422,0.5437,21,0.699,0.8562
170,23,0.3219,0.4875,30,0.586,0.8171
170,24,0.3344,0.5531,21,0.5194,0.8531
170,25,0.4078,0.6281,15,0.8592,0.8899
170,26,0.2391,0.4406,27,0.4246,0.8492
170,27,0.1641,0.3094,36,0.4186,0.8371
175,0,0.6937,0.8063,6,0.8471,0.9032
175,1,0.6863,0.7781,12,0.7639,0.8992
175,2,0.9031,0.975,3,0.7328,0.8676
175,3,0.7594,0.9469,3,0.8496,0.8636
175,4,0.6437,0.7781,12,0.8174,0.8571
175,5,0.8594,0.9938,2,0.5464,0.82
175,6,0.7562,0.9375,6,0.7643,0.8085
175,7,0.8844,0.9938,2,0.4227,0.7273
175,8,0.7781,0.9,6,0.8137,0.8421
175,9,0.6594,0.9563,3,0.835,0.8739
175,10,0.5625,0.975,3,0.5589,0.8714
175,11,0.7688,0.8906,3,0.8579,0.9211
175,12,0.3438,0.5437,15,0.7082,0.8973
175,13,0.375,0.9,8,0.499,0.867
175,14,0.7336,0.9094,3,0.7401,0.8966
175,15,0.5188,0.8063,12,0.546,0.8315
175,16,0.3375,0.4219,57,0.5823,0.6919
175,17,0.6562,0.8156,9,0.8119,0.8475
175,18,0.4172,0.5062,18,0.8454,0.8861
175,19,0.4547,0.6281,15,0.8652,0.8739
175,20,0.3703,0.4406,47,0.7147,0.7374
175,21,0.2109,0.2437,42,0.7022,0.8264
175,22,0.3281,0.5344,21,0.8174,0.8591
175,23,0.3125,0.4688,24,0.6007,0.8588
175,24,0.3312,0.5156,33,0.4943,0.7871
175,25,0.3961,0.5719,21,0.8352,0.8765
175,26,0.2203,0.4125,45,0.3851,0.7606
175,27,0.1594,0.3,24,0.4464,0.8929
180,0,0.7031,0.7969,12,0.8167,0.8931
180,1,0.6956,0.8063,12,0.7685,0.8909
180,2,0.8906,0.9656,3,0.7686,0.8784
180,3,0.7523,0.9281,3,0.8736,0.9082
180,4,0.6531,0.75,9,0.867,0.8916
180,5,0.8656,0.9938,2,0.5237,0.7907
180,6,0.7562,0.9187,3,0.8311,0.8846
180,7,0.8906,0.9938,2,0.5054,0.7857
180,8,0.7922,0.9187,3,0.7663,0.9118
180,9,0.6562,0.9563,3,0.8395,0.8703
180,10,0.5742,0.9938,2,0.4299,0.8881
180,11,0.7875,0.9187,5,0.7654,0.8615
180,12,0.3219,0.5062,21,0.7121,0.8671
180,13,0.3731,0.8812,8,0.4949,0.867
180,14,0.7383,0.9187,3,0.8656,0.8966
180,15,0.5281,0.825,9,0.5615,0.8989
180,16,0.3141,0.45,24,0.7037,0.8636
180,17,0.6562,0.8063,9,0.8356,0.8548
180,18,0.3891,0.4781,15,0.7877,0.9102
180,19,0.4781,0.6656,30,0.7871,0.8546
180,20,0.3797,0.4688,74,0.5445,0.5647
180,21,0.2016,0.2344,42,0.8071,0.8286
180,22,0.3234,0.5156,21,0.7974,0.8645
180,23,0.3188,0.4688,42,0.521,0.7529
180,24,0.325,0.4969,36,0.5148,0.7764
180,25,0.4383,0.6281,15,0.8688,0.8957
180,26,0.2391,0.45,36,0.3977,0.7955
180,27,0.1734,0.3375,30,0.4292,0.8585
185,0,0.6781,0.8063,9,0.7472,0.8686
185,1,0.705,0.8625,6,0.7932,0.8966
185,2,0.8688,0.9469,6,0.7809,0.8831
185,3,0.7242,0.9187,6,0.8375,0.9011
185,4,0.6656,0.7594,9,0.8569,0.8831
185,5,0.8719,0.9938,2,0.5592,0.8652
185,6,0.7375,0.9,6,0.827,0.8383
185,7,0.9156,0.9938,2,0.4113,0.7794
185,8,0.7898,0.9375,3,0.7816,0.9118
185,9,0.6531,0.9375,6,0.8259,0.8931
185,10,0.5555,0.9938,2,0.4011,0.8286
185,11,0.7828,0.9187,6,0.7365,0.7692
185,12,0.3406,0.525,15,0.7381,0.9013
185,13,0.3769,0.8906,8,0.4809,0.8404
185,14,0.7219,0.9187,6,0.7733,0.8085
185,15,0.5188,0.7969,12,0.5602,0.8652
185,16,0.3,0.4219,33,0.7112,0.8216
185,17,0.6609,0.8344,21,0.7226,0.8415
185,18,0.3984,0.4969,24,0.825,0.8509
185,19,0.4875,0.6562,42,0.7059,0.7936
185,20,0.3891,0.45,72,0.6223,0.6651
185,21,0.2109,0.2437,54,0.7801,0.7833
185,22,0.3281,0.5156,30,0.8105,0.8145
185,23,0.3094,0.4688,51,0.4951,0.8038
185,24,0.325,0.525,60,0.4187,0.7
185,25,0.4336,0.6188,21,0.8148,0.8618
185,26,0.2344,0.4406,36,0.3994,0.7989
185,27,0.1594,0.3094,27,0.4389,0.8778
190,0,0.7,0.825,12,0.7503,0.8594
190,1,0.6937,0.8625,5,0.7822,0.8938
190,2,0.8844,0.9844,3,0.7,0.8764
190,3,0.743,0.9469,3,0.8546,0.8966
190,4,0.6656,0.7969,6,0.8718,0.9302
190,5,0.875,0.9563,3,0.7534,0.8652
190,6,0.7438,0.8906,3,0.8831,0.9143
190,7,0.8937,0.9938,2,0.5346,0.8764
190,8,0.7828,0.9094,6,0.7905,0.8644
190,9,0.6562,0.975,3,0.8008,0.8929
190,10,0.5602,0.9844,3,0.5235,0.88
190,11,0.7898,0.9375,6,0.7752,0.8723
190,12,0.3469,0.5531,27,0.7098,0.8112
190,13,0.3881,0.9094,8,0.4838,0.8564
190,14,0.7312,0.9656,6,0.7406,0.8983
190,15,0.5219,0.7969,9,0.574,0.8615
190,16,0.3094,0.4406,42,0.6717,0.7654
190,17,0.6562,0.8156,12,0.7679,0.7966
190,18,0.375,0.4688,12,0.7843,0.9294
190,19,0.4875,0.6562,21,0.7609,0.9037
190,20,0.3844,0.4688,66,0.635,0.7054
